dt,AverageTemperature,AverageTemperatureUncertainty,Country
1995-05-01,30.265,0.166,India
1995-06-01,30.65,0.185,India
1995-07-01,27.307,0.162,India
1995-08-01,26.712,0.189,India
1995-09-01,26.558000000000003,0.17,India
1995-10-01,25.071,0.1639999999999999,India
1995-11-01,21.247,0.215,India
1995-12-01,18.33,0.159,India
1996-01-01,17.819000000000006,0.238,India
1996-02-01,20.237,0.166,India
1996-03-01,25.032,0.149,India
1996-04-01,27.803,0.152,India
1996-05-01,30.506,0.133,India
1996-06-01,29.185,0.186,India
1996-07-01,27.31,0.178,India
1996-08-01,26.11,0.206,India
1996-09-01,26.435,0.142,India
1996-10-01,24.263,0.211,India
1996-11-01,21.013,0.246,India
1996-12-01,17.53,0.214,India
1997-01-01,16.666,0.173,India
1997-02-01,19.247,0.159,India
1997-03-01,24.18,0.358,India
1997-04-01,26.243,0.248,India
1997-05-01,29.47,0.185,India
1997-06-01,29.067,0.174,India
1997-07-01,27.504,0.221,India
1997-08-01,26.696,0.258,India
1997-09-01,26.428,0.226,India
1997-10-01,23.828000000000003,0.23,India
1997-11-01,21.638,0.165,India
1997-12-01,17.601000000000006,0.28,India
1998-01-01,17.511000000000006,0.245,India
1998-02-01,20.157,0.14,India
1998-03-01,23.313,0.197,India
1998-04-01,28.3,0.21,India
1998-05-01,31.176,0.174,India
1998-06-01,30.215,0.179,India
1998-07-01,27.538,0.067,India
1998-08-01,27.17,0.127,India
1998-09-01,26.66,0.156,India
1998-10-01,25.228,0.11,India
1998-11-01,21.843000000000004,0.1689999999999999,India
1998-12-01,17.954,0.202,India
1999-01-01,16.96,0.158,India
1999-02-01,21.05,0.197,India
1999-03-01,25.097,0.126,India
1999-04-01,29.196,0.19,India
1999-05-01,29.934,0.111,India
1999-06-01,28.786,0.165,India
1999-07-01,27.293000000000006,0.172,India
1999-08-01,26.603,0.138,India
1999-09-01,26.463,0.159,India
1999-10-01,24.802,0.23,India
1999-11-01,21.71,0.202,India
1999-12-01,18.024,0.205,India
2000-01-01,17.84,0.21,India
2000-02-01,19.071,0.159,India
2000-03-01,23.674,0.183,India
2000-04-01,28.868,0.19,India
2000-05-01,30.089,0.166,India
2000-06-01,28.511,0.206,India
2000-07-01,26.98,0.26,India
2000-08-01,26.821,0.306,India
2000-09-01,26.505,0.134,India
2000-10-01,25.583,0.222,India
2000-11-01,21.986,0.157,India
2000-12-01,18.048,0.21,India
2001-01-01,17.295,0.247,India
2001-02-01,20.757,0.279,India
2001-03-01,24.401,0.188,India
2001-04-01,27.661,0.108,India
2001-05-01,30.374,0.1669999999999999,India
2001-06-01,28.053,0.288,India
2001-07-01,26.891,0.171,India
2001-08-01,26.762,0.094,India
2001-09-01,27.119,0.241,India
2001-10-01,25.196,0.176,India
2001-11-01,22.027,0.227,India
2001-12-01,18.447000000000006,0.245,India
2002-01-01,17.419,0.222,India
2002-02-01,20.311,0.181,India
2002-03-01,24.871,0.216,India
2002-04-01,28.667,0.17,India
2002-05-01,30.9,0.1669999999999999,India
2002-06-01,29.433000000000003,0.175,India
2002-07-01,28.487,0.22,India
2002-08-01,26.62,0.116,India
2002-09-01,26.38,0.202,India
2002-10-01,25.321,0.229,India
2002-11-01,21.636,0.2,India
2002-12-01,18.911,0.227,India
2003-01-01,17.245,0.292,India
2003-02-01,20.643,0.1689999999999999,India
2003-03-01,24.162,0.233,India
2003-04-01,28.592,0.245,India
2003-05-01,30.614,0.222,India
2003-06-01,30.118,0.38,India
2003-07-01,27.186,0.334,India
2003-08-01,26.742,0.275,India
2003-09-01,26.248,0.281,India
2003-10-01,24.652,0.324,India
2003-11-01,21.573,0.165,India
2003-12-01,18.024,0.158,India
2004-01-01,17.223000000000006,0.198,India
2004-02-01,20.225,0.182,India
2004-03-01,26.019,0.224,India
2004-04-01,28.688,0.161,India
2004-05-01,30.045,0.187,India
2004-06-01,28.71,0.244,India
2004-07-01,27.47300000000001,0.162,India
2004-08-01,26.552,0.246,India
2004-09-01,26.79,0.173,India
2004-10-01,24.026,0.281,India
2004-11-01,21.411,0.189,India
2004-12-01,18.453,0.141,India
2005-01-01,17.450000000000006,0.146,India
2005-02-01,20.309,0.157,India
2005-03-01,24.805,0.202,India
2005-04-01,27.714,0.22,India
2005-05-01,30.042,0.242,India
2005-06-01,30.404,0.143,India
2005-07-01,27.013,0.201,India
2005-08-01,26.896,0.2,India
2005-09-01,26.497,0.112,India
2005-10-01,24.547,0.208,India
2005-11-01,20.759,0.201,India
2005-12-01,17.509,0.147,India
2006-01-01,17.759,0.259,India
2006-02-01,22.077,0.196,India
2006-03-01,23.93,0.262,India
2006-04-01,27.882,0.276,India
2006-05-01,30.238000000000003,0.257,India
2006-06-01,29.049,0.257,India
2006-07-01,27.344,0.208,India
2006-08-01,26.483,0.245,India
2006-09-01,26.588,0.118,India
2006-10-01,25.247,0.19,India
2006-11-01,21.739,0.198,India
2006-12-01,18.449,0.16,India
2007-01-01,17.785,0.152,India
2007-02-01,20.235,0.199,India
2007-03-01,24.074,0.121,India
2007-04-01,28.719,0.236,India
2007-05-01,30.524,0.163,India
2007-06-01,29.282,0.203,India
2007-07-01,27.362,0.181,India
2007-08-01,26.917,0.161,India
2007-09-01,26.498,0.263,India
2007-10-01,24.696,0.158,India
2007-11-01,21.55,0.14,India
2007-12-01,18.157,0.134,India
2008-01-01,17.248,0.138,India
2008-02-01,18.853,0.212,India
2008-03-01,24.873,0.103,India
2008-04-01,27.822,0.208,India
2008-05-01,30.079,0.103,India
2008-06-01,28.033,0.239,India
2008-07-01,27.152,0.163,India
2008-08-01,26.407,0.207,India
2008-09-01,26.382,0.191,India
2008-10-01,25.083,0.203,India
2008-11-01,21.696,0.233,India
2008-12-01,19.244,0.1369999999999999,India
2009-01-01,18.661,0.146,India
2009-02-01,21.516,0.142,India
2009-03-01,25.083,0.163,India
2009-04-01,28.665,0.236,India
2009-05-01,30.493,0.102,India
2009-06-01,30.409,0.131,India
2009-07-01,27.611,0.187,India
2009-08-01,27.379,0.154,India
2009-09-01,27.08,0.147,India
2009-10-01,24.775,0.199,India
2009-11-01,21.457,0.198,India
2009-12-01,18.631,0.175,India
2010-01-01,17.109,0.326,India
2010-02-01,20.764,0.221,India
2010-03-01,26.373,0.309,India
2010-04-01,29.814,0.174,India
2010-05-01,31.169,0.166,India
2010-06-01,29.908,0.142,India
2010-07-01,27.433000000000003,0.165,India
2010-08-01,26.892,0.229,India
2010-09-01,26.296,0.2,India
2010-10-01,25.193,0.208,India
2010-11-01,22.204,0.147,India
2010-12-01,17.455000000000002,0.195,India
2011-01-01,16.477999999999998,0.244,India
2011-02-01,20.07,0.122,India
2011-03-01,24.595,0.224,India
2011-04-01,27.273000000000003,0.205,India
2011-05-01,30.421,0.17,India
2011-06-01,28.871,0.32,India
2011-07-01,27.209,0.224,India
2011-08-01,26.533,0.173,India
2011-09-01,26.321,0.19,India
2011-10-01,25.061,0.2,India
2011-11-01,21.982,0.165,India
2011-12-01,18.173,0.3229999999999999,India
2012-01-01,16.778000000000002,0.267,India
2012-02-01,19.791,0.168,India
2012-03-01,24.354,0.216,India
2012-04-01,28.067,0.315,India
2012-05-01,30.805,0.221,India
2012-06-01,30.536,0.24,India
2012-07-01,27.699,0.227,India
2012-08-01,26.735,0.348,India
2012-09-01,26.551,0.302,India
2012-10-01,24.59,0.373,India
2012-11-01,21.162,0.306,India
2012-12-01,18.622,0.268,India
2013-01-01,17.16,0.279,India
2013-02-01,20.243,0.448,India
2013-03-01,24.575,0.379,India
2013-04-01,27.981,0.299,India
2013-05-01,31.014,0.205,India
2013-06-01,28.766,0.299,India
2013-07-01,27.012,0.197,India
2013-08-01,26.555,0.242,India
2013-09-01,,,India
