"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
527;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"2TB HDD";"HDD";2048;0;"Nvidia";"N/A";"2.2";24456
528;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"AMD";"windows";"2.3";31169
529;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.9";73367
530;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"4.42";160520
531;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.0";45821
532;"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2";69211
533;"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"32GB SSD";"SSD";32;0;"Intel";"windows";"1.2";19660
534;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.3";87859
535;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.93";72940
536;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.2";42486
537;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.6;4;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.86";21258
538;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.62";95851
539;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.87";45768
540;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.2";74539
541;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.6";39207
542;"HP";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.34";61006
543;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"linux";"2.4";42517
544;"Asus";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";1.8;4;"500GB HDD";"HDD";500;0;"AMD";"windows";"2";18595
545;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.1";37589
546;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.87";41825
547;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";"2.15";24634
548;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.86";21152
549;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.99";92121
550;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.2";26587
551;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.9";59513
552;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"4.42";143803
553;"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.65";28992
554;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.63";68198
555;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"500GB HDD";"HDD";500;0;"Intel";"linux";"2";11935
556;"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.35";13586
557;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.8";50563
558;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;6;"128GB SSD";"SSD";128;0;"AMD";"windows";"1.91";30311
559;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.18";32922
560;"Acer";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";2.0;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.25";18595
561;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.05";33566
562;"HP";"Ultrabook";13.3;3200;1800;1;"Intel";"Core M";1.2;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.16";104695
563;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"3.4";159787
564;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.5";44702
565;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.21";85195
566;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.93";51096
568;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.2";18328
569;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.02";52747
570;"HP";"Workstation";17.3;1600;900;0;"Intel";"Core i5";2.8;8;"500GB HDD";"HDD";500;0;"Nvidia";"windows";"3.14";99154
571;"HP";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;8;"2TB HDD";"HDD";2048;0;"Intel";"windows";"1.94";20726
572;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"256GB SSD";"SSD";256;0;"AMD";"windows";"1.95";34579
573;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.3";44222
574;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.05";36497
575;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"32GB SSD";"SSD";32;0;"Intel";"windows";"1.4";13267
576;"Toshiba";"Ultrabook";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.24";99367
577;"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"4.6";141885
578;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";"4.14";145401
579;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"AMD";"linux";"2.2";39907
580;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"32GB SSD";"SSD";32;0;"Intel";"windows";"1.45";20726
581;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;8;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.9";53734
582;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.49";38308
583;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.93";81912
584;"Dell";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"16GB Flash Storage";"Flash Storage";16;0;"Intel";"other";"1.26";15718
585;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"4.5";125155
586;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3.78";79813
587;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;12;"256GB SSD";"SSD";256;0;"Intel";"windows";"8.4";89137
588;"Lenovo";"Notebook";15.6;1366;768;1;"Intel";"Core i7";1.8;12;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.2";32448
589;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.73";94306
590;"Asus";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.2";39374
591;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"512GB SSD";"SSD";512;0;"AMD";"windows";"2.2";50563
592;"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";1.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.39";32128
593;"Samsung";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.5";90523
594;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"N/A";"2.8";28185
595;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.29";24456
596;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.37";107892
597;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.7";78535
598;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.34";88978
599;"Dell";"Workstation";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.06";93933
600;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.84";64948
601;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.1";35617
602;"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.6";17529
603;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"4.14";117163
604;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"linux";"2.18";24775
605;"MSI";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"Nvidia";"windows";"1.8";122491
606;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.2";74539
607;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.4";30050
608;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2";69211
609;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;4;"128GB Flash Storage";"Flash Storage";128;0;"Intel";"windows";"1.6";18595
610;"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Xeon E3-1535M";3.1;32;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";"2.5";261019
611;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.59";46834
612;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"linux";"2.18";23651
613;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"linux";"2.25";19128
614;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"500GB HDD";"HDD";500;0;"Intel";"linux";"1.93";46300
615;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"3";62231
617;"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.84";74006
618;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.94";120832
619;"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Quad";1.6;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"other";"1.25";20193
620;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.31";59887
621;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.65";78055
622;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.2";41345
623;"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.2";42571
624;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.88";49657
626;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.4";12734
627;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"128GB SSD";"SSD";128;0;"Intel";"N/A";"2.2";24935
628;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;6;"1TB HDD";"HDD";1024;0;"Intel";"windows";"1.5";34046
630;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"11.1";101232
631;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.62";78801
632;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.8";44169
633;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.2";30849
634;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2";21259
635;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"1.99";48305
636;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.23";99580
637;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.42";13267
638;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.37";93635
639;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";"2.06";127819
640;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.5";59088
641;"HP";"Notebook";17.0;1600;900;0;"AMD";"A9-Series 9420";3.0;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.6";27754
642;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.14";130536
643;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"N/A";"2.5";62284
644;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.4";23976
645;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.43";14599
646;"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.8";48964
647;"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.95";138475
648;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.2";64629
649;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.36";84396
650;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"3.8";149131
651;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"linux";"2.4";37776
652;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.2";77251
653;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.2";63499
654;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"N/A";"1.86";19442
655;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.0";56690
656;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"6.2";48964
657;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"AMD";"windows";"2.2";60473
658;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"3.31";63723
659;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";"4.42";167692
660;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.4;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.56";65481
661;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.2";22324
662;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.2";28505
663;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;6;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.04";28718
664;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.7";79215
665;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.1;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.1";26533
667;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.1";39694
668;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.0";67026
669;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"linux";"2.1";21951
670;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.252";99519
671;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"1.90";43580
672;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.3";55092
673;"Lenovo";"Notebook";35.6;1366;768;0;"AMD";"E-Series E2-9000";2.2;4;"128GB SSD";"SSD";128;0;"AMD";"windows";"2.2";18595
674;"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Nvidia";"windows";"1.63";37243
675;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.4";68944
676;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.1";60473
677;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;8;"64GB Flash Storage";"Flash Storage";64;0;"Intel";"other";"1.4";26374
678;"LG";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.09";122491
679;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.5";69211
680;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.2";53168
681;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.86";22324
682;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"3.21";109277
683;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.5";37243
684;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.19";79867
685;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3.49";149917
686;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"AMD";"windows";"1.86";32640
687;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.2";29073
688;"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"2TB HDD";"HDD";2048;0;"AMD";"windows";"2.65";30316
689;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.1";16943
690;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"other";"1.45";19980
691;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.7";37243
692;"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"500GB HDD";"HDD";500;0;"Nvidia";"windows";"3.14";101658
693;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.42";137995
694;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.5";51841
695;"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.4";14332
696;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.38";93187
697;"Asus";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core M";0.9;4;"64GB Flash Storage";"Flash Storage";64;0;"Intel";"other";"1.2";35644
698;"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.36";100007
700;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.56";43636
701;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";2.9;4;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.2";21259
702;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";3.6;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.2";22857
703;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"1TB HDD +  1TB HDD";"HDD";1024;1024;"Intel";"windows";"2.1";33111
