"level_0";"index";"Airline";"Date_of_Journey";"Source";"Destination";"Dep_Time";"Duration";"Total_Stops";"Additional_Info";"Price";"departure";"duration_mins";"arrival"
7516;7516;"IndiGo";"2019-06-21";"Kolkata";"Banglore";"14:25";"2h 30m";"non-stop";"No info";5224;"2019-06-21 14:25:00";150;"2019-06-21 16:55:00"
7517;7517;"Air Asia";"2019-06-21";"Kolkata";"Banglore";"22:50";"2h 30m";"non-stop";"No info";3807;"2019-06-21 22:50:00";150;"2019-06-22 01:20:00"
7518;7518;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"17:45";"3h";"non-stop";"No info";8541;"2019-06-21 17:45:00";180;"2019-06-21 20:45:00"
7519;7519;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"8:20";"3h";"non-stop";"No info";8016;"2019-06-21 08:20:00";180;"2019-06-21 11:20:00"
7520;7520;"IndiGo";"2019-06-21";"Chennai";"Kolkata";"11:35";"2h 25m";"non-stop";"No info";3858;"2019-06-21 11:35:00";145;"2019-06-21 14:00:00"
7521;7521;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"8:45";"1h 30m";"non-stop";"In-flight meal not included";4995;"2019-06-21 08:45:00";90;"2019-06-21 10:15:00"
7522;7522;"IndiGo";"2019-06-21";"Mumbai";"Hyderabad";"2:35";"1h 30m";"non-stop";"No info";2754;"2019-06-21 02:35:00";90;"2019-06-21 04:05:00"
7523;7523;"Air India";"2019-06-21";"Banglore";"Delhi";"6:10";"2h 45m";"non-stop";"No info";6961;"2019-06-21 06:10:00";165;"2019-06-21 08:55:00"
7524;7524;"Jet Airways";"2019-06-21";"Delhi";"Cochin";"11:00";"3h 15m";"non-stop";"No info";9564;"2019-06-21 11:00:00";195;"2019-06-21 14:15:00"
7525;7525;"IndiGo";"2019-06-21";"Banglore";"Delhi";"19:30";"2h 45m";"non-stop";"No info";5780;"2019-06-21 19:30:00";165;"2019-06-21 22:15:00"
7526;7526;"IndiGo";"2019-06-21";"Mumbai";"Hyderabad";"19:05";"1h 30m";"non-stop";"No info";4049;"2019-06-21 19:05:00";90;"2019-06-21 20:35:00"
7527;7527;"Air India";"2019-06-21";"Delhi";"Cochin";"18:05";"3h 5m";"non-stop";"No info";5411;"2019-06-21 18:05:00";185;"2019-06-21 21:10:00"
7528;7528;"IndiGo";"2019-06-21";"Banglore";"Delhi";"21:15";"3h";"non-stop";"No info";3943;"2019-06-21 21:15:00";180;"2019-06-22 00:15:00"
7529;7529;"IndiGo";"2019-06-21";"Chennai";"Kolkata";"14:45";"2h 20m";"non-stop";"No info";3597;"2019-06-21 14:45:00";140;"2019-06-21 17:05:00"
7530;7530;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"6:55";"2h 35m";"non-stop";"No check-in baggage included";3841;"2019-06-21 06:55:00";155;"2019-06-21 09:30:00"
7531;7531;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"17:10";"2h 30m";"non-stop";"No info";3873;"2019-06-21 17:10:00";150;"2019-06-21 19:40:00"
7532;7532;"Vistara";"2019-06-21";"Chennai";"Kolkata";"17:45";"2h 20m";"non-stop";"No info";11982;"2019-06-21 17:45:00";140;"2019-06-21 20:05:00"
7533;7533;"IndiGo";"2019-06-21";"Chennai";"Kolkata";"19:35";"2h 20m";"non-stop";"No info";3597;"2019-06-21 19:35:00";140;"2019-06-21 21:55:00"
7534;7534;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"11:10";"2h 55m";"non-stop";"No info";8016;"2019-06-21 11:10:00";175;"2019-06-21 14:05:00"
7535;7535;"IndiGo";"2019-06-21";"Kolkata";"Banglore";"20:20";"2h 35m";"non-stop";"No info";4804;"2019-06-21 20:20:00";155;"2019-06-21 22:55:00"
7536;7536;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"6:55";"2h 35m";"non-stop";"No info";3873;"2019-06-21 06:55:00";155;"2019-06-21 09:30:00"
7537;7537;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"9:00";"2h 25m";"non-stop";"No info";3873;"2019-06-21 09:00:00";145;"2019-06-21 11:25:00"
7538;7538;"IndiGo";"2019-06-21";"Chennai";"Kolkata";"5:15";"2h 25m";"non-stop";"No info";3540;"2019-06-21 05:15:00";145;"2019-06-21 07:40:00"
7539;7539;"SpiceJet";"2019-06-21";"Mumbai";"Hyderabad";"22:45";"1h 30m";"non-stop";"No info";2017;"2019-06-21 22:45:00";90;"2019-06-22 00:15:00"
7540;7540;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"6:00";"2h 45m";"non-stop";"No info";8016;"2019-06-21 06:00:00";165;"2019-06-21 08:45:00"
7541;7541;"IndiGo";"2019-06-21";"Kolkata";"Banglore";"4:40";"2h 35m";"non-stop";"No info";4804;"2019-06-21 04:40:00";155;"2019-06-21 07:15:00"
7542;7542;"Air India";"2019-06-21";"Delhi";"Cochin";"14:10";"3h";"non-stop";"No info";5201;"2019-06-21 14:10:00";180;"2019-06-21 17:10:00"
7543;7543;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"17:45";"3h";"non-stop";"In-flight meal not included";7754;"2019-06-21 17:45:00";180;"2019-06-21 20:45:00"
7544;7544;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"15:15";"2h 55m";"non-stop";"In-flight meal not included";7229;"2019-06-21 15:15:00";175;"2019-06-21 18:10:00"
7545;7545;"Air India";"2019-06-21";"Mumbai";"Hyderabad";"6:20";"1h 20m";"non-stop";"No info";3100;"2019-06-21 06:20:00";80;"2019-06-21 07:40:00"
7546;7546;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"19:50";"3h";"non-stop";"No info";8541;"2019-06-21 19:50:00";180;"2019-06-21 22:50:00"
7547;7547;"IndiGo";"2019-06-21";"Kolkata";"Banglore";"22:15";"2h 35m";"non-stop";"No info";4804;"2019-06-21 22:15:00";155;"2019-06-22 00:50:00"
7548;7548;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"18:55";"3h 5m";"non-stop";"No info";8541;"2019-06-21 18:55:00";185;"2019-06-21 22:00:00"
7549;7549;"IndiGo";"2019-06-21";"Banglore";"Delhi";"8:30";"2h 50m";"non-stop";"No info";4823;"2019-06-21 08:30:00";170;"2019-06-21 11:20:00"
7550;7550;"IndiGo";"2019-06-21";"Banglore";"Delhi";"0:25";"2h 50m";"non-stop";"No info";3419;"2019-06-21 00:25:00";170;"2019-06-21 03:15:00"
7551;7551;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"11:10";"2h 55m";"non-stop";"In-flight meal not included";5769;"2019-06-21 11:10:00";175;"2019-06-21 14:05:00"
7552;7552;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"2:55";"1h 25m";"non-stop";"In-flight meal not included";4995;"2019-06-21 02:55:00";85;"2019-06-21 04:20:00"
7553;7553;"IndiGo";"2019-06-21";"Mumbai";"Hyderabad";"21:20";"1h 30m";"non-stop";"No info";2227;"2019-06-21 21:20:00";90;"2019-06-21 22:50:00"
7554;7554;"IndiGo";"2019-06-21";"Mumbai";"Hyderabad";"9:10";"1h 30m";"non-stop";"No info";5755;"2019-06-21 09:10:00";90;"2019-06-21 10:40:00"
7555;7555;"GoAir";"2019-06-21";"Banglore";"Delhi";"20:55";"2h 45m";"non-stop";"No info";3898;"2019-06-21 20:55:00";165;"2019-06-21 23:40:00"
7556;7556;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"7:05";"1h 25m";"non-stop";"No info";8040;"2019-06-21 07:05:00";85;"2019-06-21 08:30:00"
7557;7557;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"22:20";"2h 20m";"non-stop";"No check-in baggage included";3841;"2019-06-21 22:20:00";140;"2019-06-22 00:40:00"
7558;7558;"IndiGo";"2019-06-21";"Banglore";"Delhi";"7:10";"2h 55m";"non-stop";"No info";4823;"2019-06-21 07:10:00";175;"2019-06-21 10:05:00"
7559;7559;"Air Asia";"2019-06-21";"Banglore";"Delhi";"4:55";"2h 50m";"non-stop";"No info";4282;"2019-06-21 04:55:00";170;"2019-06-21 07:45:00"
7560;7560;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"10:20";"1h 30m";"non-stop";"In-flight meal not included";4995;"2019-06-21 10:20:00";90;"2019-06-21 11:50:00"
7561;7561;"IndiGo";"2019-06-21";"Banglore";"Delhi";"23:30";"2h 50m";"non-stop";"No info";4077;"2019-06-21 23:30:00";170;"2019-06-22 02:20:00"
7562;7562;"IndiGo";"2019-06-21";"Kolkata";"Banglore";"15:15";"2h 30m";"non-stop";"No info";4804;"2019-06-21 15:15:00";150;"2019-06-21 17:45:00"
7563;7563;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"8:20";"3h";"non-stop";"In-flight meal not included";5769;"2019-06-21 08:20:00";180;"2019-06-21 11:20:00"
7564;7564;"SpiceJet";"2019-06-21";"Chennai";"Kolkata";"17:45";"2h 20m";"non-stop";"No check-in baggage included";3543;"2019-06-21 17:45:00";140;"2019-06-21 20:05:00"
7565;7565;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"19:35";"1h 30m";"non-stop";"In-flight meal not included";3210;"2019-06-21 19:35:00";90;"2019-06-21 21:05:00"
7566;7566;"Air Asia";"2019-06-21";"Kolkata";"Banglore";"10:20";"2h 35m";"non-stop";"No info";3807;"2019-06-21 10:20:00";155;"2019-06-21 12:55:00"
7567;7567;"SpiceJet";"2019-06-21";"Mumbai";"Hyderabad";"13:15";"1h 30m";"non-stop";"No check-in baggage included";1965;"2019-06-21 13:15:00";90;"2019-06-21 14:45:00"
7568;7568;"Air India";"2019-06-21";"Banglore";"Delhi";"21:05";"2h 50m";"non-stop";"No info";5228;"2019-06-21 21:05:00";170;"2019-06-21 23:55:00"
7569;7569;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"19:35";"1h 30m";"non-stop";"No info";5678;"2019-06-21 19:35:00";90;"2019-06-21 21:05:00"
7570;7570;"Air India";"2019-06-21";"Kolkata";"Banglore";"14:15";"2h 30m";"non-stop";"No info";5510;"2019-06-21 14:15:00";150;"2019-06-21 16:45:00"
7571;7571;"SpiceJet";"2019-06-21";"Chennai";"Kolkata";"17:45";"2h 20m";"non-stop";"No info";3597;"2019-06-21 17:45:00";140;"2019-06-21 20:05:00"
7572;7572;"Air India";"2019-06-21";"Mumbai";"Hyderabad";"13:55";"1h 30m";"non-stop";"No info";3100;"2019-06-21 13:55:00";90;"2019-06-21 15:25:00"
7573;7573;"SpiceJet";"2019-06-21";"Chennai";"Kolkata";"8:20";"2h 15m";"non-stop";"No info";3597;"2019-06-21 08:20:00";135;"2019-06-21 10:35:00"
7574;7574;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"7:10";"3h";"non-stop";"In-flight meal not included";5769;"2019-06-21 07:10:00";180;"2019-06-21 10:10:00"
7575;7575;"Vistara";"2019-06-21";"Delhi";"Cochin";"6:00";"3h 10m";"non-stop";"No info";6216;"2019-06-21 06:00:00";190;"2019-06-21 09:10:00"
7576;7576;"IndiGo";"2019-06-21";"Kolkata";"Banglore";"21:25";"2h 40m";"non-stop";"No info";4804;"2019-06-21 21:25:00";160;"2019-06-22 00:05:00"
7577;7577;"SpiceJet";"2019-06-21";"Banglore";"Delhi";"21:10";"2h 55m";"non-stop";"No check-in baggage included";3919;"2019-06-21 21:10:00";175;"2019-06-22 00:05:00"
7578;7578;"IndiGo";"2019-06-21";"Chennai";"Kolkata";"13:15";"2h 20m";"non-stop";"No info";3597;"2019-06-21 13:15:00";140;"2019-06-21 15:35:00"
7579;7579;"SpiceJet";"2019-06-21";"Mumbai";"Hyderabad";"5:45";"1h 30m";"non-stop";"No info";2753;"2019-06-21 05:45:00";90;"2019-06-21 07:15:00"
7580;7580;"Air Asia";"2019-06-21";"Kolkata";"Banglore";"19:55";"2h 30m";"non-stop";"No info";4107;"2019-06-21 19:55:00";150;"2019-06-21 22:25:00"
7581;7581;"IndiGo";"2019-06-21";"Chennai";"Kolkata";"22:05";"2h 20m";"non-stop";"No info";5277;"2019-06-21 22:05:00";140;"2019-06-22 00:25:00"
7582;7582;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"9:00";"2h 25m";"non-stop";"No check-in baggage included";3841;"2019-06-21 09:00:00";145;"2019-06-21 11:25:00"
7583;7583;"Air India";"2019-06-21";"Banglore";"Delhi";"13:20";"2h 50m";"non-stop";"No info";6961;"2019-06-21 13:20:00";170;"2019-06-21 16:10:00"
7584;7584;"Jet Airways";"2019-06-21";"Delhi";"Cochin";"11:00";"3h 15m";"non-stop";"In-flight meal not included";4256;"2019-06-21 11:00:00";195;"2019-06-21 14:15:00"
7585;7585;"Air India";"2019-06-21";"Mumbai";"Hyderabad";"21:05";"1h 20m";"non-stop";"No info";3100;"2019-06-21 21:05:00";80;"2019-06-21 22:25:00"
7586;7586;"Air India";"2019-06-21";"Banglore";"Delhi";"10:00";"2h 45m";"non-stop";"No info";6961;"2019-06-21 10:00:00";165;"2019-06-21 12:45:00"
7587;7587;"IndiGo";"2019-06-21";"Banglore";"Delhi";"16:55";"3h";"non-stop";"No info";4990;"2019-06-21 16:55:00";180;"2019-06-21 19:55:00"
7588;7588;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"8:45";"1h 30m";"non-stop";"No info";8040;"2019-06-21 08:45:00";90;"2019-06-21 10:15:00"
7589;7589;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"7:05";"1h 25m";"non-stop";"In-flight meal not included";4995;"2019-06-21 07:05:00";85;"2019-06-21 08:30:00"
7590;7590;"SpiceJet";"2019-06-21";"Banglore";"Delhi";"5:55";"2h 40m";"non-stop";"No check-in baggage included";3919;"2019-06-21 05:55:00";160;"2019-06-21 08:35:00"
7591;7591;"Air India";"2019-06-21";"Chennai";"Kolkata";"11:40";"2h 15m";"non-stop";"No info";4667;"2019-06-21 11:40:00";135;"2019-06-21 13:55:00"
7592;7592;"IndiGo";"2019-06-21";"Banglore";"Delhi";"18:15";"3h 5m";"non-stop";"No info";4990;"2019-06-21 18:15:00";185;"2019-06-21 21:20:00"
7593;7593;"SpiceJet";"2019-06-21";"Banglore";"Delhi";"9:30";"2h 50m";"non-stop";"No info";3625;"2019-06-21 09:30:00";170;"2019-06-21 12:20:00"
7594;7594;"IndiGo";"2019-06-21";"Delhi";"Cochin";"5:35";"3h 15m";"non-stop";"No info";5000;"2019-06-21 05:35:00";195;"2019-06-21 08:50:00"
7595;7595;"Vistara";"2019-06-21";"Chennai";"Kolkata";"7:05";"2h 15m";"non-stop";"No info";3687;"2019-06-21 07:05:00";135;"2019-06-21 09:20:00"
7596;7596;"IndiGo";"2019-06-21";"Mumbai";"Hyderabad";"16:55";"1h 30m";"non-stop";"No info";4392;"2019-06-21 16:55:00";90;"2019-06-21 18:25:00"
7597;7597;"IndiGo";"2019-06-21";"Kolkata";"Banglore";"11:30";"2h 35m";"non-stop";"No info";4804;"2019-06-21 11:30:00";155;"2019-06-21 14:05:00"
7598;7598;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"15:15";"2h 55m";"non-stop";"No info";8016;"2019-06-21 15:15:00";175;"2019-06-21 18:10:00"
7599;7599;"Air Asia";"2019-06-21";"Banglore";"Delhi";"23:55";"2h 50m";"non-stop";"No info";3383;"2019-06-21 23:55:00";170;"2019-06-22 02:45:00"
7600;7600;"Vistara";"2019-06-21";"Banglore";"Delhi";"21:00";"2h 50m";"non-stop";"No info";5613;"2019-06-21 21:00:00";170;"2019-06-21 23:50:00"
7601;7601;"IndiGo";"2019-06-21";"Banglore";"Delhi";"20:00";"2h 50m";"non-stop";"No info";4823;"2019-06-21 20:00:00";170;"2019-06-21 22:50:00"
7602;7602;"Air India";"2019-06-21";"Delhi";"Cochin";"5:10";"2h 50m";"non-stop";"No info";5201;"2019-06-21 05:10:00";170;"2019-06-21 08:00:00"
7603;7603;"IndiGo";"2019-06-21";"Banglore";"Delhi";"22:10";"2h 50m";"non-stop";"No info";3943;"2019-06-21 22:10:00";170;"2019-06-22 01:00:00"
7604;7604;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"22:20";"2h 20m";"non-stop";"No info";3873;"2019-06-21 22:20:00";140;"2019-06-22 00:40:00"
7605;7605;"Air India";"2019-06-21";"Mumbai";"Hyderabad";"15:00";"1h 25m";"non-stop";"No info";3100;"2019-06-21 15:00:00";85;"2019-06-21 16:25:00"
7606;7606;"Vistara";"2019-06-21";"Delhi";"Cochin";"14:40";"3h 10m";"non-stop";"No info";6216;"2019-06-21 14:40:00";190;"2019-06-21 17:50:00"
7607;7607;"Air India";"2019-06-21";"Banglore";"Delhi";"17:00";"2h 45m";"non-stop";"No info";7171;"2019-06-21 17:00:00";165;"2019-06-21 19:45:00"
7608;7608;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"19:50";"3h";"non-stop";"In-flight meal not included";7754;"2019-06-21 19:50:00";180;"2019-06-21 22:50:00"
7609;7609;"Jet Airways";"2019-06-21";"Banglore";"Delhi";"18:55";"3h 5m";"non-stop";"In-flight meal not included";7754;"2019-06-21 18:55:00";185;"2019-06-21 22:00:00"
7610;7610;"IndiGo";"2019-06-21";"Banglore";"Delhi";"6:05";"2h 45m";"non-stop";"No info";3943;"2019-06-21 06:05:00";165;"2019-06-21 08:50:00"
7611;7611;"SpiceJet";"2019-06-21";"Kolkata";"Banglore";"17:10";"2h 30m";"non-stop";"No check-in baggage included";3841;"2019-06-21 17:10:00";150;"2019-06-21 19:40:00"
7612;7612;"Jet Airways";"2019-06-21";"Mumbai";"Hyderabad";"10:20";"1h 30m";"non-stop";"No info";8040;"2019-06-21 10:20:00";90;"2019-06-21 11:50:00"
7613;7613;"SpiceJet";"2019-06-21";"Chennai";"Kolkata";"8:20";"2h 15m";"non-stop";"No check-in baggage included";3543;"2019-06-21 08:20:00";135;"2019-06-21 10:35:00"
7614;7614;"Jet Airways";"2019-06-24";"Banglore";"Delhi";"15:15";"2h 55m";"non-stop";"In-flight meal not included";5769;"2019-06-24 15:15:00";175;"2019-06-24 18:10:00"
7615;7615;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"10:00";"26h 35m";"1 stop";"In-flight meal not included";10262;"2019-06-24 10:00:00";1595;"2019-06-25 12:35:00"
7616;7616;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"2:15";"10h 20m";"1 stop";"In-flight meal not included";10262;"2019-06-24 02:15:00";620;"2019-06-24 12:35:00"
7617;7617;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"21:25";"15h 10m";"2 stops";"In-flight meal not included";10199;"2019-06-24 21:25:00";910;"2019-06-25 12:35:00"
7618;7618;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"19:45";"8h 40m";"1 stop";"In-flight meal not included";10262;"2019-06-24 19:45:00";520;"2019-06-25 04:25:00"
7619;7619;"IndiGo";"2019-06-24";"Delhi";"Cochin";"5:35";"3h 15m";"non-stop";"No info";5000;"2019-06-24 05:35:00";195;"2019-06-24 08:50:00"
7620;7620;"IndiGo";"2019-06-24";"Kolkata";"Banglore";"11:30";"2h 35m";"non-stop";"No info";4804;"2019-06-24 11:30:00";155;"2019-06-24 14:05:00"
7621;7621;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"11:45";"16h 40m";"2 stops";"No info";13357;"2019-06-24 11:45:00";1000;"2019-06-25 04:25:00"
7622;7622;"Jet Airways";"2019-06-24";"Banglore";"Delhi";"6:00";"2h 45m";"non-stop";"In-flight meal not included";5769;"2019-06-24 06:00:00";165;"2019-06-24 08:45:00"
7623;7623;"Jet Airways";"2019-06-24";"Banglore";"Delhi";"15:15";"2h 55m";"non-stop";"No info";8016;"2019-06-24 15:15:00";175;"2019-06-24 18:10:00"
7624;7624;"Air India";"2019-06-24";"Delhi";"Cochin";"22:00";"21h 15m";"2 stops";"No info";9181;"2019-06-24 22:00:00";1275;"2019-06-25 19:15:00"
7625;7625;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"10:35";"8h 40m";"1 stop";"No info";7155;"2019-06-24 10:35:00";520;"2019-06-24 19:15:00"
7626;7626;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"22:50";"5h 35m";"1 stop";"No info";14714;"2019-06-24 22:50:00";335;"2019-06-25 04:25:00"
7627;7627;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"16:00";"12h 25m";"1 stop";"In-flight meal not included";10262;"2019-06-24 16:00:00";745;"2019-06-25 04:25:00"
7628;7628;"Air India";"2019-06-24";"Delhi";"Cochin";"10:55";"8h 20m";"2 stops";"No info";11753;"2019-06-24 10:55:00";500;"2019-06-24 19:15:00"
7629;7629;"Vistara";"2019-06-24";"Banglore";"Delhi";"9:45";"2h 50m";"non-stop";"No info";4668;"2019-06-24 09:45:00";170;"2019-06-24 12:35:00"
7630;7630;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"20:00";"8h 25m";"2 stops";"In-flight meal not included";12410;"2019-06-24 20:00:00";505;"2019-06-25 04:25:00"
7631;7631;"IndiGo";"2019-06-24";"Delhi";"Cochin";"2:00";"5h 45m";"1 stop";"No info";6016;"2019-06-24 02:00:00";345;"2019-06-24 07:45:00"
7632;7632;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"7:05";"5h 30m";"1 stop";"No info";14924;"2019-06-24 07:05:00";330;"2019-06-24 12:35:00"
7633;7633;"Air India";"2019-06-24";"Delhi";"Cochin";"7:05";"26h 20m";"2 stops";"No info";11185;"2019-06-24 07:05:00";1580;"2019-06-25 09:25:00"
7634;7634;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"11:25";"7h 35m";"1 stop";"No info";10678;"2019-06-24 11:25:00";455;"2019-06-24 19:00:00"
7635;7635;"SpiceJet";"2019-06-24";"Delhi";"Cochin";"6:05";"5h 15m";"1 stop";"No info";5583;"2019-06-24 06:05:00";315;"2019-06-24 11:20:00"
7636;7636;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"5:30";"22h 55m";"2 stops";"In-flight meal not included";10368;"2019-06-24 05:30:00";1375;"2019-06-25 04:25:00"
7637;7637;"IndiGo";"2019-06-24";"Kolkata";"Banglore";"22:15";"2h 35m";"non-stop";"No info";4804;"2019-06-24 22:15:00";155;"2019-06-25 00:50:00"
7638;7638;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"5:30";"13h 30m";"2 stops";"No info";13014;"2019-06-24 05:30:00";810;"2019-06-24 19:00:00"
7639;7639;"IndiGo";"2019-06-24";"Kolkata";"Banglore";"17:15";"2h 35m";"non-stop";"No info";4804;"2019-06-24 17:15:00";155;"2019-06-24 19:50:00"
7640;7640;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"8:00";"13h";"1 stop";"No info";13797;"2019-06-24 08:00:00";780;"2019-06-24 21:00:00"
7641;7641;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"7:30";"11h 30m";"1 stop";"No info";10877;"2019-06-24 07:30:00";690;"2019-06-24 19:00:00"
7642;7642;"Air India";"2019-06-24";"Delhi";"Cochin";"9:45";"23h 40m";"2 stops";"No info";10975;"2019-06-24 09:45:00";1420;"2019-06-25 09:25:00"
7643;7643;"Air India";"2019-06-24";"Delhi";"Cochin";"12:55";"30h 20m";"2 stops";"No info";12436;"2019-06-24 12:55:00";1820;"2019-06-25 19:15:00"
7644;7644;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"11:30";"7h 30m";"1 stop";"No info";14714;"2019-06-24 11:30:00";450;"2019-06-24 19:00:00"
7645;7645;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"9:15";"9h 45m";"1 stop";"No info";11622;"2019-06-24 09:15:00";585;"2019-06-24 19:00:00"
7646;7646;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"16:00";"27h";"1 stop";"In-flight meal not included";10262;"2019-06-24 16:00:00";1620;"2019-06-25 19:00:00"
7647;7647;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"15:15";"10h 15m";"1 stop";"In-flight meal not included";5797;"2019-06-24 15:15:00";615;"2019-06-25 01:30:00"
7648;7648;"IndiGo";"2019-06-24";"Delhi";"Cochin";"7:30";"13h 30m";"1 stop";"No info";6093;"2019-06-24 07:30:00";810;"2019-06-24 21:00:00"
7649;7649;"IndiGo";"2019-06-24";"Mumbai";"Hyderabad";"20:05";"1h 35m";"non-stop";"No info";2227;"2019-06-24 20:05:00";95;"2019-06-24 21:40:00"
7650;7650;"IndiGo";"2019-06-24";"Kolkata";"Banglore";"20:20";"2h 35m";"non-stop";"No info";4804;"2019-06-24 20:20:00";155;"2019-06-24 22:55:00"
7651;7651;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"5:30";"22h 55m";"2 stops";"No info";13292;"2019-06-24 05:30:00";1375;"2019-06-25 04:25:00"
7652;7652;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"18:20";"10h 5m";"2 stops";"No info";13775;"2019-06-24 18:20:00";605;"2019-06-25 04:25:00"
7653;7653;"Air India";"2019-06-24";"Banglore";"Delhi";"13:20";"2h 50m";"non-stop";"No info";6961;"2019-06-24 13:20:00";170;"2019-06-24 16:10:00"
7654;7654;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"15:00";"13h 25m";"1 stop";"In-flight meal not included";10262;"2019-06-24 15:00:00";805;"2019-06-25 04:25:00"
7655;7655;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"13:00";"23h 35m";"1 stop";"In-flight meal not included";10262;"2019-06-24 13:00:00";1415;"2019-06-25 12:35:00"
7656;7656;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"15:05";"10h 25m";"2 stops";"No info";15965;"2019-06-24 15:05:00";625;"2019-06-25 01:30:00"
7657;7657;"Air India";"2019-06-24";"Chennai";"Kolkata";"11:40";"2h 15m";"non-stop";"No info";4667;"2019-06-24 11:40:00";135;"2019-06-24 13:55:00"
7658;7658;"Air Asia";"2019-06-24";"Delhi";"Cochin";"7:55";"14h 30m";"1 stop";"No info";6152;"2019-06-24 07:55:00";870;"2019-06-24 22:25:00"
7659;7659;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"14:00";"5h";"1 stop";"No info";14714;"2019-06-24 14:00:00";300;"2019-06-24 19:00:00"
7660;7660;"Air India";"2019-06-24";"Delhi";"Cochin";"21:00";"10h 40m";"1 stop";"No info";8372;"2019-06-24 21:00:00";640;"2019-06-25 07:40:00"
7661;7661;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"6:00";"13h";"1 stop";"No info";12524;"2019-06-24 06:00:00";780;"2019-06-24 19:00:00"
7662;7662;"Air India";"2019-06-24";"Delhi";"Cochin";"19:00";"12h 40m";"1 stop";"No info";8372;"2019-06-24 19:00:00";760;"2019-06-25 07:40:00"
7663;7663;"Jet Airways";"2019-06-24";"Delhi";"Cochin";"19:30";"17h 5m";"2 stops";"In-flight meal not included";10368;"2019-06-24 19:30:00";1025;"2019-06-25 12:35:00"
7664;7664;"Jet Airways";"2019-06-24";"Mumbai";"Hyderabad";"19:35";"1h 30m";"non-stop";"In-flight meal not included";3210;"2019-06-24 19:35:00";90;"2019-06-24 21:05:00"
7665;7665;"Multiple carriers";"2019-06-24";"Delhi";"Cochin";"12:50";"8h 10m";"1 stop";"In-flight meal not included";6007;"2019-06-24 12:50:00";490;"2019-06-24 21:00:00"
7666;7666;"Jet Airways";"2019-06-24";"Banglore";"Delhi";"8:20";"3h";"non-stop";"In-flight meal not included";5769;"2019-06-24 08:20:00";180;"2019-06-24 11:20:00"
7667;7667;"IndiGo";"2019-06-24";"Delhi";"Cochin";"11:25";"14h 5m";"1 stop";"No info";5684;"2019-06-24 11:25:00";845;"2019-06-25 01:30:00"
