index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price
8947,Air India,2019-09-05,Kolkata,Banglore,16:50,20h 55m,2 stops,No info,12592
8948,Jet Airways,2019-09-05,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,8040
8949,IndiGo,2019-09-05,Delhi,Cochin,14:25,3h 15m,non-stop,No info,6015
8950,Jet Airways,2019-09-05,Kolkata,Banglore,16:30,6h 5m,1 stop,No info,14781
8951,IndiGo,2019-09-05,Delhi,Cochin,23:30,5h 5m,1 stop,No info,8177
8952,Air India,2019-09-05,Kolkata,Banglore,10:00,19h 25m,2 stops,No info,14424
8953,Multiple carriers,2019-09-05,Delhi,Cochin,10:00,9h,1 stop,No info,10197
8954,Jet Airways,2019-09-05,Kolkata,Banglore,20:00,22h 15m,1 stop,In-flight meal not included,7757
8955,IndiGo,2019-09-05,Delhi,Cochin,5:10,4h 55m,1 stop,No info,6496
8956,Jet Airways,2019-09-05,Delhi,Cochin,5:30,22h 55m,2 stops,In-flight meal not included,13029
8957,Air India,2019-09-05,Delhi,Cochin,22:00,21h 15m,2 stops,No info,10441
8958,Jet Airways,2019-09-05,Delhi,Cochin,9:35,27h,2 stops,No info,14657
8959,IndiGo,2019-09-05,Kolkata,Banglore,9:20,4h 55m,1 stop,No info,11465
8960,IndiGo,2019-09-05,Delhi,Cochin,4:55,16h 5m,1 stop,No info,6979
8961,Air India,2019-09-05,Kolkata,Banglore,5:50,14h 35m,2 stops,No info,10991
8962,IndiGo,2019-09-05,Kolkata,Banglore,21:00,5h 15m,1 stop,No info,7605
8963,Jet Airways,2019-09-05,Banglore,Delhi,19:50,3h,non-stop,No info,7229
8964,Vistara,2019-09-05,Kolkata,Banglore,17:00,6h 25m,1 stop,No info,8085
8965,Jet Airways,2019-09-05,Delhi,Cochin,23:05,19h 55m,2 stops,No info,15129
8966,Air India,2019-09-05,Delhi,Cochin,14:10,3h,non-stop,No info,6094
8967,IndiGo,2019-09-05,Delhi,Cochin,20:25,5h 5m,1 stop,No info,7255
8968,IndiGo,2019-09-05,Chennai,Kolkata,19:35,2h 20m,non-stop,No info,3597
8969,SpiceJet,2019-09-05,Mumbai,Hyderabad,5:45,1h 30m,non-stop,No check-in baggage included,1965
8970,Jet Airways,2019-09-05,Delhi,Cochin,10:00,9h,1 stop,No info,15554
8971,Vistara,2019-09-05,Banglore,Delhi,9:45,2h 50m,non-stop,No info,4668
8972,Jet Airways,2019-09-05,Delhi,Cochin,17:30,10h 55m,1 stop,In-flight meal not included,12373
8973,Multiple carriers,2019-09-05,Delhi,Cochin,13:00,8h,1 stop,No info,13727
8974,Jet Airways,2019-09-05,Kolkata,Banglore,17:00,21h 25m,1 stop,In-flight meal not included,9314
8975,IndiGo,2019-09-05,Chennai,Kolkata,11:35,2h 25m,non-stop,No info,4332
8976,Jet Airways,2019-09-05,Delhi,Cochin,13:00,23h 35m,1 stop,In-flight meal not included,12373
8977,Jet Airways,2019-09-05,Kolkata,Banglore,18:55,14h 25m,1 stop,In-flight meal not included,9663
8978,Air Asia,2019-09-05,Banglore,Delhi,11:10,2h 45m,non-stop,No info,3383
8979,Vistara,2019-09-05,Banglore,Delhi,17:00,2h 35m,non-stop,No info,4878
8980,Air India,2019-09-05,Delhi,Cochin,16:55,26h 20m,2 stops,No info,13591
8981,Air India,2019-09-05,Kolkata,Banglore,16:50,15h 5m,1 stop,No info,8366
8982,SpiceJet,2019-09-05,Kolkata,Banglore,11:35,7h 15m,1 stop,No info,8479
8983,Jet Airways,2019-09-05,Delhi,Cochin,13:25,29h 35m,2 stops,No info,15129
8984,Multiple carriers,2019-09-05,Delhi,Cochin,6:00,13h 15m,1 stop,No info,8266
8985,Jet Airways,2019-09-05,Banglore,Delhi,7:10,3h,non-stop,No info,7229
8986,SpiceJet,2019-09-05,Mumbai,Hyderabad,5:45,1h 30m,non-stop,No info,2017
8987,Jet Airways,2019-09-05,Delhi,Cochin,19:30,8h 55m,2 stops,In-flight meal not included,13029
8988,Air India,2019-09-05,Delhi,Cochin,5:00,38h 15m,2 stops,No info,10441
8989,Jet Airways,2019-09-05,Delhi,Cochin,13:25,15h,2 stops,No info,16704
8990,Multiple carriers,2019-09-05,Delhi,Cochin,11:30,7h 45m,1 stop,No info,14323
8991,GoAir,2019-09-05,Kolkata,Banglore,23:30,8h 15m,1 stop,No info,6095
8992,SpiceJet,2019-09-05,Banglore,Delhi,5:55,2h 40m,non-stop,No check-in baggage included,3573
8993,Jet Airways,2019-09-05,Banglore,Delhi,8:20,3h,non-stop,No info,7229
8994,Jet Airways,2019-09-05,Kolkata,Banglore,20:25,13h 20m,1 stop,In-flight meal not included,10703
8995,Air India,2019-09-05,Banglore,Delhi,10:00,2h 45m,non-stop,No info,5228
8996,Multiple carriers,2019-09-05,Delhi,Cochin,8:30,10h 45m,1 stop,No info,8099
8997,Vistara,2019-09-05,Kolkata,Banglore,7:10,11h 40m,1 stop,No info,8610
8998,Multiple carriers,2019-09-05,Delhi,Cochin,4:55,14h 20m,1 stop,No info,7575
8999,Jet Airways,2019-09-05,Delhi,Cochin,14:00,22h 35m,1 stop,In-flight meal not included,12373
9000,Multiple carriers,2019-09-05,Delhi,Cochin,7:05,9h 5m,1 stop,No info,8018
9001,Jet Airways,2019-09-05,Delhi,Cochin,10:00,18h 25m,1 stop,In-flight meal not included,12373
9002,IndiGo,2019-09-05,Delhi,Cochin,16:10,6h 20m,1 stop,No info,6704
9003,Jet Airways,2019-09-05,Mumbai,Hyderabad,10:20,1h 30m,non-stop,In-flight meal not included,4995
9004,Jet Airways,2019-09-05,Kolkata,Banglore,17:00,17h 55m,1 stop,In-flight meal not included,8066
9005,SpiceJet,2019-09-05,Kolkata,Banglore,15:05,5h 15m,1 stop,No info,4963
9006,Air India,2019-09-05,Delhi,Cochin,17:40,5h 20m,1 stop,No info,7174
9007,Jet Airways,2019-09-05,Kolkata,Banglore,9:35,14h,1 stop,No info,12121
9008,Air India,2019-09-05,Kolkata,Banglore,10:00,15h 20m,2 stops,No info,13033
9009,Jet Airways,2019-09-05,Delhi,Cochin,13:00,6h,1 stop,In-flight meal not included,12373
9010,Multiple carriers,2019-09-05,Delhi,Cochin,6:00,13h,1 stop,No info,9794
9011,IndiGo,2019-09-05,Delhi,Cochin,11:25,14h 5m,1 stop,No info,8330
9012,IndiGo,2019-09-05,Delhi,Cochin,6:50,15h 40m,1 stop,No info,6734
9013,Multiple carriers,2019-09-05,Delhi,Cochin,7:10,9h,1 stop,No info,6513
9014,IndiGo,2019-09-05,Kolkata,Banglore,6:20,4h,1 stop,No info,4226
9015,Jet Airways,2019-09-05,Delhi,Cochin,9:00,19h 25m,1 stop,In-flight meal not included,12373
9016,Jet Airways,2019-09-05,Kolkata,Banglore,6:30,22h 10m,1 stop,No info,13941
9017,Air India,2019-09-05,Kolkata,Banglore,12:00,25h 15m,1 stop,No info,6612
9018,Jet Airways,2019-09-05,Kolkata,Banglore,9:35,25h 20m,1 stop,No info,10953
9019,Jet Airways,2019-09-05,Kolkata,Banglore,17:00,25h,1 stop,No info,10624
9020,IndiGo,2019-09-05,Kolkata,Banglore,11:30,2h 35m,non-stop,No info,5224
9021,Jet Airways,2019-09-05,Kolkata,Banglore,20:25,14h 30m,1 stop,No info,10953
9022,Air India,2019-09-05,Kolkata,Banglore,14:30,18h 25m,2 stops,No info,14214
9023,Jet Airways,2019-09-05,Kolkata,Banglore,14:05,5h 45m,1 stop,In-flight meal not included,10844
9024,Jet Airways,2019-09-05,Delhi,Cochin,14:00,14h 25m,1 stop,In-flight meal not included,12373
9025,SpiceJet,2019-09-05,Banglore,Delhi,21:10,2h 55m,non-stop,No info,4423
9026,SpiceJet,2019-09-05,Kolkata,Banglore,17:10,2h 30m,non-stop,No check-in baggage included,3841
9027,Jet Airways,2019-09-05,Delhi,Cochin,8:00,20h 25m,1 stop,In-flight meal not included,12373
9028,Air India,2019-09-05,Kolkata,Banglore,14:35,24h,1 stop,No info,6528
9029,Air India,2019-09-05,Delhi,Cochin,10:55,8h 20m,2 stops,No info,11753
9030,IndiGo,2019-09-05,Delhi,Cochin,8:35,13h 55m,1 stop,No info,6734
9031,Jet Airways,2019-09-05,Kolkata,Banglore,20:25,18h,1 stop,No info,11467
9032,Air India,2019-09-05,Delhi,Cochin,18:45,24h 30m,2 stops,No info,11942
9033,Jet Airways,2019-09-05,Delhi,Cochin,11:30,16h 55m,1 stop,In-flight meal not included,12373
9034,Jet Airways,2019-09-05,Kolkata,Banglore,6:30,13h 20m,1 stop,In-flight meal not included,10844
9035,GoAir,2019-09-05,Delhi,Cochin,14:25,5h 10m,1 stop,No info,10188
9036,IndiGo,2019-09-05,Banglore,Delhi,18:55,2h 55m,non-stop,No info,4823
9037,Jet Airways,2019-09-05,Kolkata,Banglore,18:55,15h 10m,1 stop,No info,13941
9038,Jet Airways,2019-09-05,Mumbai,Hyderabad,19:35,1h 30m,non-stop,In-flight meal not included,2759
9039,Multiple carriers,2019-09-05,Delhi,Cochin,14:55,7h 35m,1 stop,No info,6805
9040,IndiGo,2019-09-05,Mumbai,Hyderabad,16:55,1h 30m,non-stop,No info,4784
9041,Jet Airways,2019-09-05,Kolkata,Banglore,16:30,17h 35m,1 stop,In-flight meal not included,8586
9042,Multiple carriers,2019-09-05,Delhi,Cochin,7:30,11h 30m,1 stop,No info,9794
9043,Jet Airways,2019-09-05,Delhi,Cochin,11:30,25h 5m,1 stop,In-flight meal not included,12373
9044,Jet Airways,2019-09-05,Delhi,Cochin,7:05,5h 30m,1 stop,In-flight meal not included,12373
9045,Air India,2019-09-05,Delhi,Cochin,6:10,16h 50m,1 stop,No info,7174
9046,Multiple carriers,2019-09-05,Delhi,Cochin,17:45,7h 45m,1 stop,No info,9021
9047,Multiple carriers,2019-09-05,Delhi,Cochin,9:00,12h,1 stop,No info,8073
9048,Jet Airways,2019-09-05,Delhi,Cochin,5:30,13h 30m,2 stops,In-flight meal not included,13029
9049,IndiGo,2019-09-05,Kolkata,Banglore,4:40,2h 35m,non-stop,No info,4804
9050,Air India,2019-09-05,Delhi,Cochin,5:10,2h 50m,non-stop,No info,5201
9051,Jet Airways,2019-09-05,Delhi,Cochin,19:30,8h 55m,2 stops,No info,15129
9052,Air India,2019-09-05,Kolkata,Banglore,9:25,28h 20m,2 stops,No info,12592
9053,Jet Airways,2019-09-05,Banglore,Delhi,19:50,3h,non-stop,In-flight meal not included,3502
9054,SpiceJet,2019-09-05,Banglore,Delhi,21:10,2h 55m,non-stop,No check-in baggage included,4319
9055,Air India,2019-09-05,Kolkata,Banglore,10:00,10h 25m,1 stop,No info,10203
9056,Air India,2019-09-05,Delhi,Cochin,5:15,25h 35m,1 stop,No info,6587
9057,Multiple carriers,2019-09-05,Delhi,Cochin,10:00,15h 30m,1 stop,No info,15078
9058,IndiGo,2019-09-05,Delhi,Cochin,15:00,10h 30m,1 stop,No info,8330
9059,Jet Airways,2019-09-05,Delhi,Cochin,19:45,23h 15m,1 stop,No info,15554
9060,Air India,2019-09-05,Kolkata,Banglore,9:25,20h,2 stops,No info,14687
9061,Multiple carriers,2019-09-05,Delhi,Cochin,13:00,12h 30m,1 stop,No info,15078
9062,Jet Airways,2019-09-05,Kolkata,Banglore,6:30,13h 20m,1 stop,No info,14781
9063,IndiGo,2019-09-05,Chennai,Kolkata,13:15,2h 20m,non-stop,No info,3597
9064,IndiGo,2019-09-05,Chennai,Kolkata,22:05,2h 20m,non-stop,No info,5277
9065,Vistara,2019-09-05,Kolkata,Banglore,17:00,27h 20m,1 stop,No info,9555
9066,Jet Airways,2019-09-05,Delhi,Cochin,19:10,23h 50m,2 stops,No info,15129
9067,Air India,2019-09-05,Delhi,Cochin,5:00,26h 40m,2 stops,No info,11281
9068,Jet Airways,2019-09-05,Kolkata,Banglore,9:35,28h 50m,1 stop,In-flight meal not included,9314
9069,Jet Airways,2019-09-05,Kolkata,Banglore,20:00,8h 40m,1 stop,No info,13941
9070,Air Asia,2019-09-05,Kolkata,Banglore,22:50,2h 30m,non-stop,No info,3807
9071,IndiGo,2019-09-05,Delhi,Cochin,16:00,9h 30m,1 stop,No info,9274
9072,IndiGo,2019-09-05,Banglore,Delhi,6:05,2h 45m,non-stop,No info,4077
9073,SpiceJet,2019-09-05,Chennai,Kolkata,9:45,2h 15m,non-stop,No check-in baggage included,3543
9074,Jet Airways,2019-09-05,Delhi,Cochin,7:05,11h 55m,1 stop,In-flight meal not included,12373
9075,Air India,2019-09-05,Delhi,Cochin,10:00,9h 15m,1 stop,No info,8372
9076,IndiGo,2019-09-05,Kolkata,Banglore,17:35,4h 40m,1 stop,No info,5386
9077,Multiple carriers,2019-09-05,Delhi,Cochin,7:30,13h 30m,1 stop,No info,7670
9078,Multiple carriers,2019-09-05,Delhi,Cochin,13:00,8h,1 stop,No info,8073
9079,IndiGo,2019-09-05,Banglore,Delhi,4:00,2h 50m,non-stop,No info,3943
9080,Jet Airways,2019-09-05,Banglore,Delhi,15:15,2h 55m,non-stop,No info,7229
9081,Multiple carriers,2019-09-05,Delhi,Cochin,11:40,13h 50m,1 stop,No info,9021
9082,IndiGo,2019-09-05,Delhi,Cochin,7:30,13h 30m,1 stop,No info,7191
9083,Air India,2019-09-05,Kolkata,Banglore,16:45,16h 10m,2 stops,No info,13227
9084,Jet Airways,2019-09-05,Delhi,Cochin,21:50,6h 35m,1 stop,No info,15554
9085,Jet Airways,2019-09-05,Kolkata,Banglore,20:00,8h 40m,1 stop,In-flight meal not included,8586
9086,Jet Airways,2019-09-05,Kolkata,Banglore,21:10,7h 30m,1 stop,No info,14388
9087,Air India,2019-09-05,Banglore,Delhi,13:20,2h 50m,non-stop,No info,6121
9088,Air India,2019-09-05,Kolkata,Banglore,14:30,8h 45m,2 stops,No info,14214
9089,Jet Airways,2019-09-05,Kolkata,Banglore,8:25,12h 20m,1 stop,No info,14781
9090,Air India,2019-09-05,Mumbai,Hyderabad,21:05,1h 20m,non-stop,No info,3100
9091,Jet Airways,2019-09-05,Kolkata,Banglore,6:30,22h 10m,1 stop,In-flight meal not included,8586
9092,Air India,2019-09-05,Banglore,Delhi,17:00,2h 45m,non-stop,No info,5228
9093,Jet Airways,2019-09-05,Kolkata,Banglore,20:00,22h 15m,1 stop,No info,13584
9094,IndiGo,2019-09-05,Banglore,Delhi,8:30,2h 50m,non-stop,No info,4823
9095,IndiGo,2019-09-05,Kolkata,Banglore,21:25,2h 40m,non-stop,No info,4804
9096,Multiple carriers,2019-09-05,Delhi,Cochin,7:05,13h 55m,1 stop,In-flight meal not included,10546
9097,Jet Airways,2019-09-05,Delhi,Cochin,8:00,11h,1 stop,In-flight meal not included,11399
9098,Multiple carriers,2019-09-05,Delhi,Cochin,11:30,9h 30m,1 stop,No info,13727
9099,Multiple carriers,2019-09-05,Delhi,Cochin,9:45,12h 45m,1 stop,No info,8888
9100,Multiple carriers,2019-09-05,Delhi,Cochin,10:35,8h 25m,1 stop,No info,9103
9101,Jet Airways,2019-09-05,Kolkata,Banglore,20:00,12h 15m,1 stop,In-flight meal not included,7757
9102,IndiGo,2019-09-05,Banglore,Delhi,23:30,2h 50m,non-stop,No info,3943
9103,IndiGo,2019-09-05,Banglore,Delhi,10:10,2h 50m,non-stop,No info,3943
9104,Jet Airways,2019-09-05,Delhi,Cochin,21:50,14h 45m,1 stop,In-flight meal not included,12373
9105,Air India,2019-09-05,Kolkata,Banglore,14:30,22h,2 stops,No info,15107
9106,GoAir,2019-09-05,Kolkata,Banglore,16:40,7h 35m,1 stop,No info,8777
9107,Jet Airways,2019-09-05,Delhi,Cochin,23:05,29h 20m,2 stops,No info,16704
9108,Air India,2019-09-05,Delhi,Cochin,18:05,3h 5m,non-stop,No info,6094
9109,Jet Airways,2019-09-05,Banglore,Delhi,15:15,2h 55m,non-stop,In-flight meal not included,4544
9110,Jet Airways,2019-09-05,Delhi,Cochin,22:50,20h 10m,1 stop,In-flight meal not included,12373
9111,SpiceJet,2019-09-05,Mumbai,Hyderabad,13:15,1h 30m,non-stop,No info,2227
9112,Multiple carriers,2019-09-05,Delhi,Cochin,8:30,10h 30m,1 stop,No info,9627
9113,Multiple carriers,2019-09-05,Delhi,Cochin,11:25,7h 35m,1 stop,No info,9103
9114,Air India,2019-09-05,Delhi,Cochin,14:25,28h 50m,2 stops,No info,13591
9115,Vistara,2019-09-05,Kolkata,Banglore,17:00,16h 5m,1 stop,No info,9187
9116,Jet Airways,2019-09-05,Delhi,Cochin,19:45,23h 15m,1 stop,In-flight meal not included,12373
9117,Jet Airways,2019-09-05,Kolkata,Banglore,21:10,11h 5m,1 stop,In-flight meal not included,9663
9118,Air India,2019-09-05,Kolkata,Banglore,16:50,25h 40m,1 stop,No info,8576
9119,Jet Airways,2019-09-05,Delhi,Cochin,2:15,16h 45m,1 stop,No info,15554
9120,Jet Airways,2019-09-05,Delhi,Cochin,9:40,18h 45m,2 stops,No info,15129
9121,IndiGo,2019-09-05,Delhi,Cochin,18:35,6h 55m,1 stop,No info,8542
9122,Air Asia,2019-09-05,Banglore,Delhi,4:55,2h 50m,non-stop,No info,4282
9123,Jet Airways,2019-09-05,Kolkata,Banglore,20:25,18h,1 stop,In-flight meal not included,9314
9124,Jet Airways,2019-09-05,Delhi,Cochin,9:40,26h 55m,2 stops,In-flight meal not included,13029
9125,Multiple carriers,2019-09-05,Delhi,Cochin,17:30,8h,1 stop,No info,15078
9126,Jet Airways,2019-09-05,Delhi,Cochin,9:40,26h 55m,2 stops,In-flight meal not included,13029
9127,Multiple carriers,2019-09-05,Delhi,Cochin,11:25,7h 50m,1 stop,No info,7575
9128,Jet Airways,2019-09-05,Delhi,Cochin,9:40,26h 55m,2 stops,No info,15129
9129,Multiple carriers,2019-09-05,Delhi,Cochin,9:00,12h,1 stop,No info,13727
9130,Air India,2019-09-05,Delhi,Cochin,12:30,20h 55m,1 stop,No info,7480
9131,Air India,2019-09-05,Delhi,Cochin,12:00,7h 15m,2 stops,No info,8918
9132,Air India,2019-09-05,Delhi,Cochin,7:05,26h 20m,2 stops,No info,9347
9133,Air India,2019-09-05,Kolkata,Banglore,10:00,13h 15m,1 stop,No info,10203
9134,Air India,2019-09-05,Kolkata,Banglore,8:20,26h 50m,2 stops,No info,11222
9135,Jet Airways,2019-09-05,Delhi,Cochin,11:00,3h 15m,non-stop,No info,9564
9136,Jet Airways,2019-09-05,Kolkata,Banglore,14:05,6h 40m,1 stop,No info,14781
9137,IndiGo,2019-09-05,Delhi,Cochin,9:15,16h 15m,1 stop,No info,8854
9138,IndiGo,2019-09-05,Mumbai,Hyderabad,6:25,1h 30m,non-stop,No info,4049
9139,Jet Airways,2019-09-05,Delhi,Cochin,9:00,10h,1 stop,No info,15554
9140,Multiple carriers,2019-09-05,Delhi,Cochin,10:35,8h 40m,1 stop,No info,7575
9141,Jet Airways,2019-09-05,Delhi,Cochin,23:05,19h 55m,2 stops,No info,15129
9142,Jet Airways,2019-09-05,Delhi,Cochin,20:00,8h 25m,2 stops,In-flight meal not included,15318
9143,Air Asia,2019-09-05,Kolkata,Banglore,10:20,2h 35m,non-stop,No info,4409
9144,Jet Airways,2019-09-05,Kolkata,Banglore,6:30,11h 45m,1 stop,No info,14781
9145,Jet Airways,2019-09-05,Delhi,Cochin,19:30,17h 5m,2 stops,In-flight meal not included,13029
9146,Jet Airways,2019-09-05,Delhi,Cochin,23:05,29h 20m,2 stops,No info,15129
9147,IndiGo,2019-09-05,Kolkata,Banglore,9:35,2h 45m,non-stop,No info,4804
9148,SpiceJet,2019-09-05,Delhi,Cochin,17:55,4h 55m,1 stop,No info,5975
9149,Jet Airways,2019-09-05,Kolkata,Banglore,8:25,20h 15m,1 stop,No info,13941
9150,Air India,2019-09-05,Mumbai,Hyderabad,19:30,1h 15m,non-stop,No info,3100
9151,Jet Airways,2019-09-05,Delhi,Cochin,13:00,15h 25m,1 stop,In-flight meal not included,12373
9152,Jet Airways,2019-09-05,Kolkata,Banglore,9:35,12h 30m,1 stop,No info,14151
9153,Jet Airways,2019-09-05,Delhi,Cochin,2:15,10h 20m,1 stop,In-flight meal not included,12373
9154,Multiple carriers,2019-09-05,Delhi,Cochin,13:15,9h 15m,1 stop,No info,8888
9155,Jet Airways,2019-09-05,Delhi,Cochin,19:10,23h 50m,2 stops,No info,15129
9156,Jet Airways,2019-09-05,Kolkata,Banglore,9:35,25h 20m,1 stop,In-flight meal not included,8066
9157,Jet Airways,2019-09-05,Delhi,Cochin,20:00,8h 25m,2 stops,No info,16263
9158,Multiple carriers,2019-09-05,Delhi,Cochin,6:40,12h 35m,1 stop,No info,7787
9159,Air India,2019-09-05,Kolkata,Banglore,19:00,16h 5m,1 stop,No info,6117
9160,Vistara,2019-09-05,Kolkata,Banglore,7:10,13h 10m,1 stop,No info,8610
9161,SpiceJet,2019-09-05,Kolkata,Banglore,17:10,2h 30m,non-stop,No info,3873
9162,Air India,2019-09-05,Delhi,Cochin,9:45,13h 15m,1 stop,No info,7174
9163,Air India,2019-09-05,Delhi,Cochin,5:15,38h,3 stops,No info,10703
9164,Jet Airways,2019-09-05,Banglore,Delhi,17:45,3h,non-stop,In-flight meal not included,5198
9165,Air India,2019-09-05,Banglore,Delhi,21:05,2h 50m,non-stop,No info,6121
9166,Jet Airways,2019-09-05,Kolkata,Banglore,20:25,14h 30m,1 stop,In-flight meal not included,8066
9167,Jet Airways,2019-09-05,Kolkata,Banglore,14:05,14h 35m,1 stop,No info,13941
9168,IndiGo,2019-09-05,Chennai,Kolkata,7:55,2h 20m,non-stop,No info,3850
9169,Jet Airways,2019-09-05,Delhi,Cochin,13:25,23h 10m,2 stops,No info,16704
9170,Vistara,2019-09-05,Kolkata,Banglore,7:10,16h 15m,1 stop,No info,8085
9171,Air India,2019-09-05,Kolkata,Banglore,10:00,15h 20m,2 stops,No info,13033
9172,Multiple carriers,2019-09-05,Delhi,Cochin,7:05,15h 25m,1 stop,No info,8310
9173,Jet Airways,2019-09-05,Delhi,Cochin,9:40,18h 45m,2 stops,In-flight meal not included,13029
9174,SpiceJet,2019-09-05,Kolkata,Banglore,9:00,2h 25m,non-stop,No check-in baggage included,3841
9175,IndiGo,2019-09-05,Delhi,Cochin,15:10,4h 50m,1 stop,No info,6147
9176,Jet Airways,2019-09-05,Kolkata,Banglore,20:25,24h 40m,1 stop,No info,13067
9177,Multiple carriers,2019-09-05,Delhi,Cochin,12:50,12h 40m,1 stop,No info,34273
9178,Air India,2019-09-05,Kolkata,Banglore,9:50,11h 15m,1 stop,No info,7452
9179,Jet Airways,2019-09-05,Delhi,Cochin,10:00,9h,1 stop,In-flight meal not included,12373
9180,Jet Airways,2019-09-05,Delhi,Cochin,20:55,22h 5m,1 stop,In-flight meal not included,12373
9181,Jet Airways,2019-09-05,Kolkata,Banglore,8:25,20h 15m,1 stop,In-flight meal not included,8586
9182,Air India,2019-09-05,Delhi,Cochin,20:15,23h,2 stops,No info,13591
9183,Jet Airways,2019-09-05,Delhi,Cochin,9:40,18h 45m,2 stops,In-flight meal not included,13029
9184,Jet Airways,2019-09-05,Delhi,Cochin,23:05,19h 55m,2 stops,No info,15129
9185,Air India,2019-09-05,Delhi,Cochin,13:20,18h 20m,2 stops,No info,13538
9186,Air Asia,2019-09-05,Delhi,Cochin,16:45,5h 40m,1 stop,No info,6752
9187,Multiple carriers,2019-09-05,Delhi,Cochin,4:55,14h 5m,1 stop,No info,9103
9188,Jet Airways,2019-09-05,Delhi,Cochin,19:15,23h 45m,1 stop,No info,15554
9189,Multiple carriers,2019-09-05,Delhi,Cochin,7:30,11h 45m,1 stop,No info,8266
9190,Air India,2019-09-05,Kolkata,Banglore,12:00,19h 55m,2 stops,No info,9416
9191,IndiGo,2019-09-05,Delhi,Cochin,5:05,7h 5m,1 stop,No info,6818
9192,Jet Airways,2019-09-05,Delhi,Cochin,18:15,18h 20m,1 stop,In-flight meal not included,12373
9193,Jet Airways,2019-09-05,Kolkata,Banglore,14:05,19h 15m,1 stop,In-flight meal not included,9663
9194,Jet Airways,2019-09-05,Delhi,Cochin,20:55,7h 30m,1 stop,No info,15554
9195,Jet Airways,2019-09-05,Delhi,Cochin,9:40,9h 20m,2 stops,No info,15129
9196,Jet Airways,2019-09-05,Kolkata,Banglore,20:25,21h 35m,1 stop,No info,11467
9197,Jet Airways,2019-09-05,Delhi,Cochin,2:15,10h 20m,1 stop,No info,15851
9198,Air India,2019-09-05,Kolkata,Banglore,8:20,14h 55m,2 stops,No info,11432
9199,IndiGo,2019-09-05,Delhi,Cochin,17:05,5h 20m,1 stop,No info,6027
9200,Vistara,2019-09-05,Banglore,Delhi,7:00,2h 40m,non-stop,No info,4668
9201,IndiGo,2019-09-05,Kolkata,Banglore,17:15,2h 35m,non-stop,No info,4804
9202,Jet Airways,2019-09-05,Kolkata,Banglore,14:05,9h 30m,1 stop,In-flight meal not included,10844
9203,IndiGo,2019-09-05,Kolkata,Banglore,18:05,5h 25m,1 stop,No info,6218
9204,Jet Airways,2019-09-05,Kolkata,Banglore,6:30,5h 30m,1 stop,In-flight meal not included,9663
9205,Jet Airways,2019-09-05,Delhi,Cochin,5:30,7h 5m,2 stops,No info,16274
9206,Air India,2019-09-05,Kolkata,Banglore,12:00,30h 30m,2 stops,No info,9626
9207,Jet Airways,2019-09-05,Kolkata,Banglore,16:30,12h 10m,1 stop,No info,14781
9208,Jet Airways,2019-09-05,Kolkata,Banglore,17:00,6h 35m,1 stop,No info,10624
9209,IndiGo,2019-09-05,Delhi,Cochin,7:35,4h 35m,1 stop,No info,5054
9210,Vistara,2019-09-05,Kolkata,Banglore,7:10,25h 55m,1 stop,No info,9187
9211,Air Asia,2019-09-05,Kolkata,Banglore,22:40,12h,1 stop,No info,5192
9212,Multiple carriers,2019-09-05,Delhi,Cochin,9:00,10h 15m,1 stop,No info,14323
9213,Jet Airways,2019-09-05,Kolkata,Banglore,16:30,16h 50m,1 stop,In-flight meal not included,9663
9214,Air India,2019-09-05,Kolkata,Banglore,7:00,13h 25m,1 stop,No info,10203
9215,SpiceJet,2019-09-05,Mumbai,Hyderabad,22:45,1h 30m,non-stop,No info,2017
9216,Jet Airways,2019-09-05,Delhi,Cochin,5:30,22h 55m,2 stops,In-flight meal not included,13029
9217,Jet Airways,2019-09-05,Kolkata,Banglore,17:00,6h 35m,1 stop,In-flight meal not included,7341
9218,Jet Airways,2019-09-05,Delhi,Cochin,21:50,21h 10m,1 stop,No info,15554
9219,Air India,2019-09-05,Delhi,Cochin,20:40,12h 45m,1 stop,No info,7480
9220,Jet Airways,2019-09-05,Kolkata,Banglore,17:00,16h 45m,1 stop,No info,12121
9221,IndiGo,2019-09-05,Kolkata,Banglore,8:10,4h 50m,1 stop,No info,5069
9222,Jet Airways,2019-09-05,Banglore,Delhi,11:10,2h 55m,non-stop,No info,7229
9223,Multiple carriers,2019-09-05,Delhi,Cochin,8:00,11h 15m,1 stop,In-flight meal not included,9871
9224,Air India,2019-09-05,Delhi,Cochin,12:00,19h 40m,2 stops,No info,9968
9225,IndiGo,2019-09-05,Kolkata,Banglore,15:15,5h 15m,1 stop,No info,4565
9226,Air India,2019-09-05,Mumbai,Hyderabad,13:55,1h 30m,non-stop,No info,3100
9227,Jet Airways,2019-09-05,Kolkata,Banglore,9:35,11h 30m,1 stop,No info,13067
9228,Multiple carriers,2019-09-05,Delhi,Cochin,10:20,15h 10m,1 stop,No info,9021
9229,SpiceJet,2019-09-05,Chennai,Kolkata,9:45,2h 15m,non-stop,No info,3597
9230,Jet Airways,2019-09-05,Mumbai,Hyderabad,7:05,1h 25m,non-stop,No info,8040
9231,Multiple carriers,2019-09-06,Delhi,Cochin,4:55,7h 40m,1 stop,No info,10877
